id,lnTE.WT,wt_TE,geneSymbol,Nm_AUG_status
uc001fjm.3,0.813825898,2.256524726,FAM189B,AUG
uc001fjs.3,0.655538791,1.926180046,SCAMP3,AUG
uc001fjw.3,1.295600983,3.65319082,CLK2,AUG
uc001fkc.2,0.063686711,1.065758456,FDPS,AUG
uc001fkj.2,0.918292836,2.505010274,RUSC1,AUG
uc001fkt.3,-0.44576036,0.640337204,ASH1L,AUG
uc001flr.3,0.302468775,1.353195422,DAP3,AUG
uc001fly.1,0.432417575,1.540978455,GON4L,AUG
uc001fmi.1,0.55550279,1.742817035,KIAA0907,AUG
uc001fmt.2,0.83350166,2.301363239,ARHGEF2,AUG
uc001fmx.3,0.110864781,1.117243824,SSR2,AUG
uc001fna.3,0.740418624,2.096813107,UBQLN4,AUG
uc001fnb.3,1.165067671,3.206139839,LAMTOR2,AUG
uc001fni.3,0.288535258,1.334471399,LMNA,AUG
uc001fnp.3,0.677532861,1.969013904,SLC25A44,AUG
uc001foc.4,-0.285019276,0.751999759,SMG5,AUG
uc001foh.4,0.542087292,1.71959241,C1orf85,AUG
uc001fol.2,-0.562802103,0.569610718,CCT3,AUG
uc001fpb.4,0.948368337,2.581494093,MEF2D,AUG
uc001fpf.3,0.842499283,2.322163474,IQGAP3,AUG
uc001fph.3,0.35666782,1.428561252,APOA1BP,AUG
uc001fpl.3,0.81011454,2.248165477,GPATCH4,AUG
uc001fps.1,0.801551261,2.228996003,ISG20L2,AUG
uc001fpx.1,1.065460836,2.902176103,MRPL24,AUG
uc001fpy.4,-1.268116688,0.281361014,HDGF,AUG
uc001fqa.3,0.961611443,2.615908466,PRCC,AUG
uc001fqn.3,0.739339774,2.09455218,ARHGEF11,AUG
uc001fqr.2,1.375331724,3.956388934,ETV3,AUG
uc001frn.4,0.636769104,1.890363435,KIRREL,AUG
uc001ftz.1,0.925147331,2.522239837,DUSP23,AUG
uc001fuv.1,0.755455186,2.128580203,PIGM,AUG
uc001fvk.3,1.032403643,2.807806695,PEA15,AUG
uc001fvv.4,-0.342237767,0.710179327,COPA,AUG
uc001fvx.3,1.037197702,2.821299804,NCSTN,AUG
uc001fxu.3,1.629725938,5.102476132,PFDN2,AUG
uc001fxv.2,1.153440082,3.169076061,NIT1,AUG
uc001fxz.3,0.960767955,2.613702909,DEDD,AUG
uc001fyd.4,0.933954618,2.544552038,UFC1,AUG
uc001fys.2,0.370112454,1.447897427,B4GALT3,AUG
uc001fyw.3,0.405773078,1.500462026,NDUFS2,AUG
uc001gag.3,1.118509205,3.060288538,SDHC,AUG
uc001gbo.3,0.602017714,1.825799027,DUSP12,AUG
uc001gbs.3,-0.013793179,0.986301511,ATF6,AUG
uc001gcc.2,-2.090854409,0.123581502,UHMK1,AUG
uc001gce.4,0.1730413,1.188915206,UAP1,AUG
uc001gcg.3,0.846694232,2.331925292,DDR2,AUG
uc001gci.3,1.057484619,2.87911979,HSD17B7,AUG
uc001gcr.1,0.882626535,2.417240342,NUF2,AUG
uc001gct.3,0.638931318,1.894455227,PBX1,AUG
uc001gdf.3,0.830451013,2.29435329,MGST3,AUG
uc001gdh.1,0.24481665,1.277387083,ALDH9A1,AUG
uc001gdj.5,0.187023072,1.205655102,TMCO1,AUG
uc001gdp.3,-0.294396949,0.744980713,UCK2,AUG
uc001gdt.1,0.015195283,1.015311318,POGK,AUG
uc001gdw.3,0.777830729,2.17674519,TADA1,AUG
uc001gee.3,0.091139055,1.095421318,POU2F1,AUG
uc001gel.3,-0.231272201,0.793523439,CREG1,AUG
uc001geo.3,-0.617968173,0.539038559,MPZL1,AUG
uc001get.3,0.524519869,1.689647401,MPC2,AUG
uc001gex.3,-0.235338917,0.790302957,DCAF6,AUG
uc001gfg.3,-0.05441084,0.947042943,TIPRL,AUG
uc001gfi.4,1.112570522,3.042168313,SFT2D2,AUG
uc001gfr.1,0.21657959,1.241821918,ATP1B1,AUG
uc001gfu.3,1.178550532,3.249660509,NME7,AUG
uc001gfy.3,1.147001911,3.148738546,BLZF1,AUG
uc001gge.4,0.289530703,1.335800454,SLC19A2,AUG
uc001ggq.3,0.653393638,1.922052524,C1orf112,AUG
uc001ggv.3,0.892277706,2.440682482,KIFAP3,AUG
uc001gha.2,0.966014934,2.627452995,GORAB,AUG
uc001ghz.3,0.903045856,2.467106129,METTL13,AUG
uc001gio.3,1.007225352,2.737993498,PIGC,AUG
uc001giq.4,0.452881907,1.572838434,SUCO,AUG
uc001giy.1,-0.012456189,0.987621068,PRDX6,AUG
uc001gje.4,0.590239788,1.804421042,CENPL,AUG
uc001gjh.2,0.274635985,1.316051525,DARS2,AUG
uc001gju.4,-0.178395538,0.836611446,RC3H1,AUG
uc001gjx.3,1.075140653,2.930405042,RABGAP1L,AUG
uc001gkj.1,0.316036679,1.371680567,CACYBP,AUG
uc001gkk.3,0.859533922,2.362059533,MRPS14,AUG
uc001gku.1,0.246711961,1.279810424,RFWD2,AUG
uc001glq.3,0.698242166,2.010215974,RASAL2,AUG
uc001gmc.3,-1.020456087,0.360430515,FAM20B,AUG
uc001gmd.3,0.74922269,2.115355091,TOR3A,AUG
uc001gmi.4,-0.023208103,0.977059134,ABL2,AUG
uc001gml.3,-0.734086887,0.479943502,SOAT1,AUG
uc001gnk.3,-0.565955588,0.567817288,TOR1AIP2,AUG
uc001gnn.3,-1.136800231,0.320844008,TOR1AIP2,AUG
uc001gnp.2,0.056234748,1.057845982,TOR1AIP1,AUG
uc001gnt.3,-0.207073483,0.812959909,CEP350,AUG
uc001gnz.3,1.304933731,3.687444722,QSOX1,AUG
uc001gog.3,0.74914276,2.115186017,ACBD6,AUG
uc001goi.3,-0.151292851,0.859595928,XPR1,AUG
uc001got.4,0.846686617,2.331907535,IER5,AUG
uc001gpa.2,-0.137981544,0.871114769,GLUL,AUG
uc001gpr.3,-0.782074435,0.457456063,DHX9,AUG
uc001gpy.4,0.088730039,1.092785607,LAMC1,AUG
uc001gqf.3,0.66359363,1.94175777,SMG7,AUG
uc001gqt.4,0.179020604,1.196045387,TSEN15,AUG
uc001grc.1,0.678800284,1.971511059,RNF2,AUG
uc001grf.4,0.84602182,2.330357805,TRMT1L,AUG
uc001grl.3,-0.777537132,0.459536396,IVNS1ABP,AUG
uc001grv.3,-0.392070032,0.675656795,TPR,AUG
uc001gsm.3,0.443583401,1.558281172,UCHL5,AUG
uc001gss.3,0.07504738,1.077935222,TROVE2,AUG
uc001gsz.2,0.976285338,2.654577048,GLRX2,AUG
uc001gtb.3,0.005096284,1.005109292,CDC73,AUG
uc001gtu.3,-1.033082567,0.355908157,ASPM,AUG
uc001gun.4,-0.958029306,0.383648195,NEK7,AUG
uc001gve.3,0.88853428,2.431563048,ZNF281,AUG
uc001gvk.3,0.079165899,1.082383874,CAMSAP2,AUG
uc001gvy.3,0.509394956,1.664283925,TMEM9,AUG
uc001gwz.3,0.202236037,1.224136916,IPO9,AUG
uc001gxc.3,-0.310721921,0.732917657,TIMM17A,AUG
uc001gxd.3,0.621893049,1.862450417,RNPEP,AUG
uc001gxh.4,0.955624746,2.600294599,ELF3,AUG
uc001gxk.2,1.17847799,3.24942478,ARL8A,AUG
uc001gxx.4,0.591342746,1.806412341,UBE2T,AUG
uc001gyf.3,0.265019154,1.303455942,KDM5B,AUG
uc001gyl.3,0.980797537,2.666582092,RABIF,AUG
uc001gyo.1,0.591144632,1.8060545,KLHL12,AUG
uc001gyq.5,-0.487005863,0.61446343,ADIPOR1,AUG
uc001gyt.2,1.016159465,2.762564638,CYB5R1,AUG
uc001gyu.1,-1.044334307,0.351926016,TMEM183A,AUG
uc001gzw.3,0.593495886,1.81030599,ATP2B4,AUG
uc001hac.3,0.136443444,1.146190052,ZC3H11A,AUG
uc001hai.3,0.65346498,1.922189652,SNRPE,AUG
uc001hav.4,-1.394864768,0.247866554,PPP1R15B,AUG
uc001hbu.2,0.273414741,1.314445286,RBBP5,AUG
uc001hbw.3,0.574427137,1.776112766,DSTYK,AUG
uc001hce.3,0.949628779,2.584749968,NUAK2,AUG
uc001hdb.3,-1.538589192,0.214683765,NUCKS1,AUG
uc001hde.4,0.584007127,1.793209672,RAB7L1,AUG
uc001heh.2,0.638384377,1.893419355,EIF2D,AUG
uc001hem.2,0.522995865,1.687074333,MAPKAPK2,AUG
uc001hfj.3,0.199450769,1.22073211,C4BPB,AUG
uc001hfr.4,-0.259430882,0.77149053,CD55,AUG
uc001hgj.3,-0.799087637,0.449739102,CD46,AUG
uc001hhh.3,1.350307162,3.858610567,LAMB3,AUG
uc001hhr.2,0.74887148,2.114612287,DIEXF,AUG
uc001hio.1,0.517245749,1.677401297,SLC30A1,AUG
uc001hir.2,0.4932348,1.637604986,NEK2,AUG
uc001hiw.2,0.521338518,1.684280581,INTS7,AUG
uc001hjb.3,0.330052844,1.391041635,PPP2R5A,AUG
uc001hjd.3,0.879500559,2.409695905,NENF,AUG
uc001hjn.3,0.450015286,1.568336159,NSL1,AUG
uc001hjo.2,0.835408127,2.305754897,TATDN3,AUG
uc001hjt.3,0.46626411,1.594027942,FLVCR1,AUG
uc001hjz.3,0.353211912,1.423632796,ANGEL2,AUG
uc001hkk.2,-0.389681426,0.677272602,PTPN14,AUG
uc001hkm.3,-0.847436335,0.428512086,CENPF,AUG
uc001hks.3,-0.26226338,0.769308377,KCTD3,AUG
uc001hlf.1,0.969507677,2.636646058,GPATCH2,AUG
uc001hlj.3,0.514023638,1.672005222,RRP15,AUG
uc001hln.3,0.736643357,2.088912002,TGFB2,AUG
uc001hly.1,-0.294261092,0.745081931,EPRS,AUG
uc001hma.3,0.443093282,1.557517616,BPNT1,AUG
uc001hmc.3,-0.588748646,0.555021379,IARS2,AUG
uc001hmq.3,1.35152106,3.863297371,2-Mar,AUG
uc001hms.3,-0.749847755,0.472438474,1-Mar,AUG
uc001hnl.3,0.880446156,2.411975584,MIA3,AUG
uc001hnn.3,0.363462563,1.43830101,AIDA,AUG
uc001hnq.1,0.773018025,2.166294328,BROX,AUG
uc001hob.4,0.514415251,1.672660129,CAPN2,AUG
uc001hoh.3,0.110121554,1.116413767,FBXO28,AUG
uc001hoj.3,0.69841668,2.010566815,DEGS1,AUG
uc001hok.3,0.645910913,1.907724009,NVL,AUG
uc001hom.2,0.619869955,1.858686313,CNIH4,AUG
uc001hop.4,0.343384594,1.409710824,WDR26,AUG
uc001hoy.3,-0.222018556,0.800900503,LBR,AUG
uc001hpc.1,-0.523363001,0.592524533,ENAH,AUG
uc001hpg.3,-0.985169685,0.373375865,SRP9,AUG
uc001hpk.3,1.494706891,4.458029673,EPHX1,AUG
uc001hpq.4,1.001794508,2.723164186,PYCR2,AUG
uc001hpu.4,0.504948443,1.656900093,SDE2,AUG
uc001hpw.3,0.156216122,1.169078839,H3F3A,AUG
uc001hpy.3,0.406973386,1.502264124,ACBD3,AUG
uc001hqa.3,0.947964954,2.580452972,LIN9,AUG
uc001hqd.4,0.3943995,1.483493086,PARP1,AUG
uc001hqn.1,1.047959513,2.851826063,ADCK3,AUG
uc001hqr.3,-0.143794933,0.866065331,CDC42BPA,AUG
uc001hrb.3,0.860154672,2.363526237,JMJD4,AUG
uc001hrf.2,0.892294627,2.440723781,SNAP47,AUG
uc001hrr.3,-0.289738238,0.74845946,ARF1,AUG
uc001hrx.3,1.185065201,3.27090008,C1orf35,AUG
uc001hrz.4,1.124337114,3.078175693,MRPL55,AUG
uc001hss.3,1.196055776,3.307047429,TRIM11,AUG
uc001hsy.3,0.57737566,1.781357404,HIST3H2A,AUG
uc001hsz.3,0.940964874,2.56245267,HIST3H2BB,AUG
uc001htb.3,0.441839559,1.555566144,RNF187,AUG
uc001hth.4,0.853433931,2.347694848,RAB4A,AUG
uc001htn.3,0.242384444,1.274283989,NUP133,AUG
uc001htp.4,0.559438036,1.749688962,ABCB10,AUG
uc001hts.1,0.65027453,1.916066775,URB2,AUG
uc001htw.3,0.925149299,2.522244801,COG2,AUG
uc001hub.3,0.588005786,1.800394461,C1orf198,AUG
uc001huf.4,0.818221069,2.266464365,TTC13,AUG
uc001hul.3,1.209540713,3.351944794,C1orf131,AUG
uc001hup.4,0.189458288,1.20859471,GNPAT,AUG
uc001huq.3,0.666076886,1.946585644,EXOC8,AUG
uc001hur.4,0.925919682,2.524188644,SPRTN,AUG
uc001huv.2,0.219846879,1.245885945,EGLN1,AUG
uc001huw.3,0.194414105,1.21459915,TSNAX,AUG
uc001hvj.1,1.082325816,2.951536305,NTPCR,AUG
uc001hwc.3,1.229625268,3.419947732,COA6,AUG
uc001hwd.3,0.296175969,1.344706763,TARBP1,AUG
uc001hwg.3,0.233493989,1.263005236,IRF2BP2,AUG
uc001hwl.3,-0.936879948,0.391848518,TOMM20,AUG
uc001hwn.3,1.030585948,2.802707595,RBM34,AUG
uc001hwq.3,0.811016455,2.250194046,ARID4B,AUG
uc001hwv.3,0.728321909,2.071601354,GGPS1,AUG
uc001hxa.1,1.161682337,3.195304336,TBCE,AUG
uc001hyd.2,-0.430028529,0.650490537,HEATR1,AUG
uc001hyi.4,0.367734311,1.444458211,MTR,AUG
uc001hyx.3,0.330052157,1.391040679,FH,AUG
uc001hzd.3,-1.934672994,0.144471504,CHML,AUG
uc001hzh.3,0.173896502,1.189932404,EXO1,AUG
uc001iaj.3,0.562991199,1.75591695,ADSS,AUG
uc001iar.3,0.787254654,2.197355637,COX20,AUG
uc001iaz.1,-0.436917855,0.646024497,HNRNPU,AUG
uc001ibl.3,1.111780596,3.039766174,SMYD3,AUG
uc001ibn.3,0.580816542,1.787497402,TFB2M,AUG
uc001ibp.3,0.491556153,1.634858331,CNST,AUG
uc001ibr.3,0.417661348,1.518406376,SCCPDH,AUG
uc001ibv.2,0.36579729,1.441662974,AHCTF1,AUG
uc001ift.3,0.276343437,1.318300539,GTPBP4,AUG
uc001iga.3,0.021383875,1.021614149,IDI1,AUG
uc001igp.3,0.494195775,1.63917944,PFKP,AUG
uc001iht.3,0.812859437,2.254344937,AKR1C2,AUG
uc001iia.4,0.194027405,1.214129556,NET1,AUG
uc001iij.3,-0.775235445,0.460595323,FAM208B,AUG
uc001iil.4,-0.668184077,0.512638645,GDI2,AUG
uc001iit.4,0.393193704,1.481705374,FBXO18,AUG
uc001ijb.3,0.604817054,1.830917219,RBM17,AUG
uc001ije.3,0.963968242,2.622080907,PFKFB3,AUG
uc001ijt.3,1.131525471,3.100382438,KIN,AUG
uc001iju.3,0.07696502,1.080004297,ATP5C1,AUG
uc001ikx.3,0.475384415,1.608632461,PROSER2,AUG
uc001ilb.3,0.599056519,1.820400477,UPF2,AUG
uc001ild.5,0.436238436,1.546877582,DHTKD1,AUG
uc001ilj.3,0.473166163,1.605068064,NUDT5,AUG
uc001ill.3,-0.199831858,0.818868428,CDC123,AUG
uc001ilo.3,1.317528266,3.734180061,CAMK1D,AUG
uc001ilx.1,1.063690489,2.89704279,OPTN,AUG
uc001ima.3,0.48203358,1.619364163,MCM10,AUG
uc001imf.3,1.162426616,3.197683419,PHYH,AUG
uc001imk.3,-0.199219686,0.819369869,SEPHS1,AUG
uc001imp.3,1.109888393,3.034019758,PRPF18,AUG
uc001ina.1,-0.041888696,0.958976513,FAM107B,AUG
uc001inf.4,0.780847363,2.183321548,HSPA14,AUG
uc001inx.5,1.143751562,3.138520662,RPP38,AUG
uc001iod.1,0.431258138,1.539192823,FAM188A,AUG
uc001iol.3,0.893786094,2.444366756,RSU1,AUG
uc001iou.2,-0.12597176,0.881639744,VIM,AUG
uc001ipg.3,0.416334801,1.516393474,PTPLA,AUG
uc001ipj.2,0.674023376,1.962115791,STAM,AUG
uc001iqd.1,-0.02213483,0.978108348,ARL5B,AUG
uc001irc.3,1.116432084,3.053938546,DNAJC1,AUG
uc001irl.4,0.692373307,1.998452852,PIP4K2A,AUG
uc001iro.3,1.200022757,3.320192479,MSRB2,AUG
uc001isb.2,-0.888161788,0.411411319,ARHGAP21,AUG
uc001ise.1,1.038239506,2.824240577,PRTFDC1,AUG
uc001isi.4,1.202953988,3.329939008,THNSL1,AUG
uc001isv.3,1.054308994,2.869991287,PDSS1,AUG
uc001isx.3,0.604872029,1.831017877,ABI1,AUG
uc001itj.3,-0.566776753,0.567351208,YME1L1,AUG
uc001itm.3,0.535902189,1.708989378,MASTL,AUG
uc001itw.4,0.229221178,1.257620166,RAB18,AUG
uc001iua.1,-0.047041004,0.954048277,MPP7,AUG
uc001iuf.3,-0.581212437,0.559219936,WAC,AUG
uc001iut.1,0.647120249,1.910032484,SVIL,AUG
uc001iva.4,0.352563367,1.422709806,MTPAP,AUG
uc001ivu.4,0.809154272,2.246007672,ZEB1,AUG
uc001ivz.2,0.237144278,1.267623995,ARHGAP12,AUG
uc001iwe.4,-1.257451496,0.284377842,KIF5B,AUG
uc001iwg.2,0.783318968,2.188724531,EPC1,AUG
uc001iwt.4,-0.907281274,0.403620066,ITGB1,AUG
uc001iwx.4,0.7892035,2.20164212,NRP1,AUG
uc001jaj.3,0.516963581,1.676928055,BMS1,AUG
uc001jas.2,-0.530157362,0.588512353,HNRNPF,AUG
uc001jgp.3,0.993152195,2.699731153,MAPK8,AUG
uc001jhs.5,0.634415912,1.885920276,ERCC6,AUG
uc001jif.3,0.496715599,1.643315092,PARG,AUG
uc001jiu.4,0.380256855,1.462660233,TIMM23,AUG
uc001jje.3,0.155612553,1.168373433,SGMS1,AUG
uc001jjp.3,0.590622269,1.805111331,CSTF2T,AUG
uc001jka.1,0.059717368,1.06153648,ZWINT,AUG
uc001jkb.3,-0.414677497,0.660553277,IPMK,AUG
uc001jkc.5,0.255973904,1.291719019,CISD1,AUG
uc001jke.2,0.490550593,1.633215209,UBE2D1,AUG
uc001jkf.4,-0.458240533,0.632395346,TFAM,AUG
uc001jki.1,1.028911044,2.798017257,BICC1,AUG
uc001jks.4,-0.218704076,0.803559476,CCDC6,AUG
uc001jld.3,-0.332748954,0.716950159,CDK1,AUG
uc001jlh.3,0.198619723,1.219718047,RHOBTB1,AUG
uc001jlt.2,-0.059873087,0.941884063,ARID5B,AUG
uc001jlw.3,0.956849676,2.60348173,RTKN2,AUG
uc001jmj.4,0.972464892,2.644454728,NRBF2,AUG
uc001jmn.3,0.299740085,1.349508005,JMJD1C,AUG
uc001jmt.3,0.168409409,1.183421015,REEP3,AUG
uc001jnd.3,0.60245694,1.826601141,SIRT1,AUG
uc001jng.4,0.008718875,1.008756995,HERC4,AUG
uc001jnm.5,0.219231702,1.24511974,MYPN,AUG
uc001jnw.4,0.970712295,2.639824123,HNRNPH3,AUG
uc001job.3,1.06522407,2.901489048,RUFY2,AUG
uc001joo.3,0.282937764,1.327022571,CCAR1,AUG
uc001jou.3,0.468366862,1.597383314,DDX50,AUG
uc001jov.2,-0.774336055,0.461009765,DDX21,AUG
uc001joy.3,0.992593974,2.698224527,KIAA1279,AUG
uc001jpb.3,0.453202337,1.5733425,VPS26A,AUG
uc001jpe.1,0.370736588,1.448801391,SUPV3L1,AUG
uc001jpi.4,1.187282411,3.278160399,HK1,AUG
uc001jqp.2,1.274124248,3.575568727,AIFM2,AUG
uc001jqr.4,0.735979726,2.087526195,TYSND1,AUG
uc001jqv.1,-0.164289106,0.848496681,PPA1,AUG
uc001jrm.3,0.562296611,1.754697734,SGPL1,AUG
uc001jrn.1,0.825106187,2.282123084,PCBD1,AUG
uc001jsm.3,-0.053290879,0.948104189,PSAP,AUG
uc001jst.2,0.742900167,2.1020229,ASCC1,AUG
uc001jsx.1,-0.17741966,0.837428276,DDIT4,AUG
uc001jta.2,0.933338527,2.542984845,DNAJB12,AUG
uc001jtb.2,0.714365382,2.042889816,MICU1,AUG
uc001jtc.3,0.346790561,1.414520439,MCU,AUG
uc001jtg.3,0.410652801,1.507801758,P4HA1,AUG
uc001jtn.3,0.86262387,2.369369462,ECD,AUG
uc001jtr.3,0.345957302,1.413342268,DNAJC9,AUG
uc001jts.1,-0.700126799,0.496522341,MRPS16,AUG
uc001jtz.2,-0.008642953,0.99139429,ANXA7,AUG
uc001juf.3,0.716199919,2.046641013,PPP3CB,AUG
uc001jux.3,0.499700208,1.648227071,SEC24C,AUG
uc001jva.3,1.159478406,3.18826986,FUT11,AUG
uc001jvc.4,1.048021453,2.852002711,CHCHD1,AUG
uc001jvj.3,1.106611084,3.024092613,ZSWIM8,AUG
uc001jvm.2,0.842991112,2.323305862,CAMK2G,AUG
uc001jwa.3,1.413032918,4.108396959,PLAU,AUG
uc001jwd.3,-0.110615778,0.89528267,VCL,AUG
uc001jwh.3,-0.029344911,0.97108147,AP3M1,AUG
uc001jwi.3,0.863469762,2.371374541,ADK,AUG
uc001jwx.2,-0.088922353,0.914916611,SAMD8,AUG
uc001jxb.3,1.204057119,3.333614394,COMTD1,AUG
uc001jxg.3,1.162339077,3.197403509,ZNF503,AUG
uc001jzk.3,0.120413378,1.12796303,DLG5,AUG
uc001jzn.3,0.702861516,2.019523346,POLR3A,AUG
uc001jzs.3,0.299883736,1.349701877,RPS24,AUG
uc001kaf.2,0.982546217,2.67124917,ZMIZ1,AUG
uc001kai.3,0.371443434,1.449825833,PPIF,AUG
uc001kbt.1,0.968284191,2.633422131,ANXA11,AUG
uc001kce.4,0.499094145,1.647228445,FAM213A,AUG
uc001kcj.4,0.863871322,2.372326981,TSPAN14,AUG
uc001kcs.1,-0.767891966,0.463990145,GHITM,AUG
uc001kdo.3,-0.289139428,0.748907779,WAPAL,AUG
uc001kdy.3,0.023122446,1.023391842,BMPR1A,AUG
uc001keh.3,0.094341066,1.098934491,GLUD1,AUG
uc001kei.4,0.117744928,1.12495713,FAM35A,AUG
uc001keu.3,0.477935623,1.612741657,MINPP1,AUG
uc001kex.3,0.761648073,2.141803161,PAPSS2,AUG
uc001kez.1,-0.275527691,0.75917141,ATAD1,AUG
uc001kfp.3,1.617908444,5.04253254,ACTA2,AUG
uc001kfr.3,0.860941016,2.365385512,FAS,AUG
uc001kgi.4,1.316972638,3.732105822,IFIT1,AUG
uc001kgr.1,-0.093675123,0.91057854,KIF20B,AUG
uc001khd.2,0.934544608,2.546053741,RPP30,AUG
uc001khh.4,-0.798871164,0.449836469,PCGF5,AUG
uc001khp.3,0.094466204,1.099072018,TNKS2,AUG
uc001khr.3,-0.180873581,0.834540854,BTAF1,AUG
uc001khx.1,0.654820543,1.924797068,5-Mar,AUG
uc001kia.3,-0.228463451,0.795755381,IDE,AUG
uc001kic.3,-0.038516191,0.962216125,KIF11,AUG
uc001kig.3,0.83546444,2.305884745,EXOC6,AUG
uc001kin.3,0.371522519,1.449940497,MYOF,AUG
uc001kiz.2,1.286547849,3.62026725,FRA10AC1,AUG
uc001kjq.1,0.263279329,1.301190128,NOC3L,AUG
uc001kjt.3,0.178151748,1.195006647,HELLS,AUG
uc001kkh.4,1.218488131,3.382070619,PDLIM1,AUG
uc001kkz.3,-0.066249317,0.9358975,ALDH18A1,AUG
uc001klb.4,0.640643629,1.897701902,TCTN3,AUG
uc001kmm.4,-1.096420083,0.33406487,TM9SF3,AUG
uc001kmv.3,1.07476576,2.929306659,C10orf12,AUG
uc001knb.3,0.603744507,1.828954527,ARHGAP19,AUG
uc001knf.3,0.79051928,2.204540903,RRP12,AUG
uc001knh.3,-0.245105011,0.78262235,PGAM1,AUG
uc001kni.3,1.124154602,3.07761394,EXOSC1,AUG
uc001knk.3,0.28774429,1.333416293,ZDHHC16,AUG
uc001kns.4,0.622397815,1.863390756,MMS19,AUG
uc001knw.3,1.40018667,4.055957022,ANKRD2,AUG
uc001kog.1,0.720997213,2.05648294,PI4K2A,AUG
uc001koi.2,0.215678841,1.240703852,AVPI1,AUG
uc001koj.4,0.342612566,1.408622908,MARVELD1,AUG
uc001kol.2,0.921288269,2.512525114,ZFYVE27,AUG
uc001kox.4,0.737684182,2.091087325,R3HCC1L,AUG
uc001kpr.3,1.065079259,2.901068911,GOT1,AUG
uc001kqb.4,0.010146092,1.010197738,COX15,AUG
uc001kqd.4,0.814212066,2.257396292,CUTC,AUG
uc001kqo.4,0.473516443,1.605630385,ERLIN1,AUG
uc001kqp.3,0.022861045,1.023124361,CHUK,AUG
uc001kqq.1,0.222600687,1.249321604,CWF19L1,AUG
uc001kqw.2,0.251237881,1.285615872,BLOC1S2,AUG
uc001kqy.3,-1.221581198,0.294763718,SCD,AUG
uc001kri.1,0.960883413,2.614004699,NDUFB8,AUG
uc001krj.4,0.720825072,2.056128965,HIF1AN,AUG
uc001krs.3,0.542857991,1.720918209,FAM178A,AUG
uc001ksa.1,1.147262516,3.14955923,MRPL43,AUG
uc001ksf.2,0.732948417,2.081207839,C10orf2,AUG
uc001ksj.3,0.921033858,2.511885981,LZTS2,AUG
uc001ksp.3,0.710194782,2.034387482,SFXN3,AUG
uc001kti.2,1.296445674,3.656277941,POLL,AUG
uc001ktn.3,1.395152437,4.035589699,DPCD,AUG
uc001ktt.3,0.388935426,1.475409275,NPM3,AUG
uc001ktv.2,0.083310461,1.08687919,MGEA5,AUG
uc001kuj.3,0.943758634,2.569621557,HPS6,AUG
uc001kum.3,0.817764622,2.265430081,PPRC1,AUG
uc001kuo.2,-0.193094719,0.824403884,NOLC1,AUG
uc001kux.2,0.435622445,1.545925013,GBF1,AUG
uc001kvb.4,1.078438512,2.940085057,NFKB2,AUG
uc001kvn.2,1.296212584,3.655425799,CUEDC2,AUG
uc001kvv.3,0.367357814,1.44391448,ACTR1A,AUG
uc001kvy.2,1.445236964,4.242857428,SUFU,AUG
uc001kvz.2,0.967695901,2.631873371,TRIM8,AUG
uc001kwa.3,1.296547347,3.656649705,ARL3,AUG
uc001kwi.2,0.875639463,2.400409777,C10orf32,AUG
uc001kwq.3,0.262314104,1.299934793,NT5C2,AUG
uc001kwt.3,0.727375747,2.06964221,PCGF6,AUG
uc001kwv.3,1.148901907,3.154726824,TAF5,AUG
uc001kwx.2,0.309532216,1.362787475,USMG5,AUG
uc001kwy.1,0.019275052,1.019462015,PDCD11,AUG
uc001kxj.1,0.276757079,1.318845957,SH3PXD2A,AUG
uc001kxo.1,0.102301105,1.107716961,SLK,AUG
uc001kxu.3,1.243114736,3.466393568,SFR1,AUG
uc001kya.3,0.681366733,1.97657734,GSTO1,AUG
uc001kyp.2,0.6476538,1.911051855,XPNPEP1,AUG
uc001kyv.3,0.138838981,1.148939084,ADD3,AUG
uc001kyy.3,0.290681805,1.337338982,MXI1,AUG
uc001kzc.4,1.043275511,2.83849934,SMNDC1,AUG
uc001kze.3,0.241333847,1.272945934,SMC3,AUG
uc001kzh.3,0.18318427,1.201035703,PDCD4,AUG
uc001kzl.4,-0.08134972,0.921871238,SHOC2,AUG
uc001kzv.3,0.181090118,1.198523183,ZDHHC6,AUG
uc001kzz.3,0.828625375,2.290168453,VTI1A,AUG
uc001lae.4,1.233979235,3.434870535,TCF7L2,AUG
uc001lax.2,0.059463203,1.061266709,NHLRC2,AUG
uc001lbb.1,0.494504324,1.639685285,C10orf118,AUG
uc001lcb.3,0.307543704,1.360080248,FAM160B1,AUG
uc001lcd.3,-0.205084151,0.814578766,TRUB1,AUG
uc001lde.1,-0.262643453,0.769016039,PDZD8,AUG
uc001lds.1,-1.041691087,0.352857464,CACUL1,AUG
uc001ldu.3,-0.471849607,0.623847328,EIF3A,AUG
uc001leb.3,0.524157297,1.689034894,SFXN4,AUG
uc001lec.3,-0.947464953,0.387722674,PRDX3,AUG
uc001leg.3,1.355700137,3.879476171,RGS10,AUG
uc001lej.1,0.492314674,1.636098876,TIAL1,AUG
uc001lem.3,1.242891641,3.465620319,BAG3,AUG
uc001ler.3,-0.266563773,0.766007152,MCMBP,AUG
uc001leu.2,0.43848585,1.550357966,SEC23IP,AUG
uc001lfq.3,0.641968985,1.9002187,ATE1,AUG
uc001lfs.3,0.711840377,2.037738016,NSMCE4A,AUG
